Color,Name,Kms_Driven,Owner,Fuel,RTO,Tranmission,Price,Body_type,Variant,Airbags,Alloy_wheels,Cruise_control,Infotainment_system,Parking_sensors,Push_button_start,Steering_mounted_controls,Sunroof_moonroof
silver,2013 Maruti Wagon R Stingray,"1,04,772 KM",1ST,PETROL,MH-03,Manual,"₹2,98,000",hatchback,VXIManual,,,,,,,,
silver,2011 Hyundai i10,"31,026 KM",1ST,PETROL,MH-03,Manual,"₹2,42,000",hatchback,SPORTZ 1.2Manual,,,,,,,,
silver,2016 Hyundai Grand i10,"57,479 KM",1ST,PETROL,TN-11,Manual,"₹4,73,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,1.0,,,,1.0,,1.0,
silver,2018 Honda Brio,"47,877 KM",1ST,PETROL,GJ-01,Manual,"₹4,81,600",hatchback,S(O) MTManual,1.0,,,,,1.0,1.0,
silver,2017 Datsun Redi Go,"52,629 KM",1ST,PETROL,TN-18,Manual,"₹2,84,000",hatchback,T (O)Manual,,,,,,,,
silver,2013 Maruti Swift,"1,22,778 KM",1ST,DIESEL,AP-29,Manual,"₹4,20,000",hatchback,VDIManual,,,,,,,,
silver,2016 Maruti Alto 800,"31,503 KM",1ST,PETROL,MH-12,Manual,"₹3,13,000",hatchback,VXIManual,,,,,,,,
silver,2013 Hyundai Grand i10,"70,686 KM",2ND,CNG,MH-01,Manual,"₹3,39,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,,,,,1.0,,,
silver,2019 Toyota Glanza,"27,336 KM",1ST,PETROL,HR-51,Automatic,"₹7,11,000",hatchback,V CVTAutomatic,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2016 Maruti Celerio,"38,417 KM",1ST,PETROL,TS-09,Automatic,"₹4,81,000",hatchback,ZXI AMTAutomatic,,,,,,,,
silver,2013 Maruti Alto K10,"52,754 KM",1ST,PETROL,GJ-01,Manual,"₹2,35,000",hatchback,VXIManual,,,,,,,,
silver,2012 Hyundai i10,"1,24,792 KM",1ST,PETROL,KA-01,Manual,"₹3,07,000",hatchback,SPORTZ 1.2Manual,,,,,,,,
silver,2011 Maruti Wagon R 1.0,"42,972 KM",1ST,PETROL,MH-02,Manual,"₹2,34,000",hatchback,VXIManual,,,,,,,,
silver,2021 Tata Tiago,"4,512 KM",1ST,PETROL,MH-04,Automatic,"₹6,24,000",hatchback,XTA PETROLAutomatic,1.0,,,,1.0,,,
silver,2012 Honda Brio,"26,569 KM",3RD,PETROL,KA-03,Manual,"₹3,15,000",hatchback,S MTManual,,,,,,,1.0,
silver,2013 Maruti Wagon R 1.0,"77,762 KM",1ST,PETROL,HR-26,Manual,"₹2,56,000",hatchback,VXIManual,,,,,,,,
silver,2022 Maruti IGNIS,"22,499 KM",1ST,PETROL,MP-20,Manual,"₹5,91,000",hatchback,ZETA 1.2Manual,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2019 Hyundai NEW SANTRO,"50,609 KM",1ST,CNG,MH-12,Manual,"₹5,45,000",hatchback,SPORTZ CNGManual,1.0,,,1.0,,,,
silver,2014 Maruti Wagon R 1.0,"1,19,476 KM",1ST,CNG,MH-03,Manual,"₹3,18,000",hatchback,LXI CNGManual,,,,,,,,
silver,2017 Maruti Swift,"42,809 KM",1ST,PETROL,KA-05,Manual,"₹6,22,000",hatchback,ZXIManual,1.0,1.0,,,1.0,1.0,1.0,
silver,2019 Volkswagen Polo,"47,307 KM",2ND,PETROL,GJ-18,Manual,"₹5,66,000",hatchback,COMFORTLINE 1.0L MPIManual,,,,,,,,
silver,2018 Maruti Alto 800,"48,542 KM",2ND,PETROL,TS-07,Manual,"₹3,19,000",hatchback,LXI OManual,1.0,,,,,,,
silver,2020 Maruti S PRESSO,"73,862 KM",1ST,CNG,UP-16,Manual,"₹4,69,000",hatchback,VXI (O) CNGManual,,,,,,,,
silver,2021 Maruti Baleno,"24,340 KM",1ST,PETROL,MH-14,Automatic,"₹7,65,000",hatchback,DELTA CVT PETROL 1.2Automatic,1.0,,,,1.0,,1.0,
silver,2020 Hyundai NEW SANTRO,"17,432 KM",1ST,PETROL,MH-12,Manual,"₹5,16,000",hatchback,MAGNAManual,,,,,,,,
silver,2019 Maruti Alto,"37,689 KM",2ND,PETROL,TS-08,Manual,"₹3,44,000",hatchback,LXIManual,1.0,,,,1.0,,,
silver,2018 Hyundai NEW SANTRO,"1,25,815 KM",1ST,CNG,MH-05,Manual,"₹4,17,000",hatchback,SPORTZ CNGManual,1.0,,,1.0,,,,
silver,2019 Maruti Alto,"60,383 KM",1ST,PETROL,KA-07,Manual,"₹3,55,000",hatchback,VXIManual,,,,,,,,
silver,2015 Maruti Swift,"33,266 KM",1ST,PETROL,KA-50,Manual,"₹5,75,000",hatchback,VXIManual,,,,,,,,
silver,2015 Maruti Wagon R 1.0,"64,984 KM",1ST,PETROL,RJ-14,Manual,"₹3,71,000",hatchback,VXIManual,,,,,,,,
silver,2019 Maruti Baleno,"41,681 KM",1ST,PETROL,MP-09,Manual,"₹6,45,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,,1.0,1.0,1.0,
silver,2015 Maruti Swift,"58,474 KM",1ST,CNG,HR-51,Manual,"₹4,39,000",hatchback,LXIManual,,,,,,,,
silver,2016 Maruti Alto 800,"55,386 KM",1ST,PETROL,TS-08,Manual,"₹2,81,000",hatchback,LXIManual,,,,,,,,
silver,2016 Maruti Alto 800,"72,784 KM",1ST,PETROL,TS-10,Manual,"₹2,59,000",hatchback,LXIManual,,,,,,,,
silver,2020 Hyundai Elite i20,"41,863 KM",1ST,PETROL,TN-22,Manual,"₹7,59,000",hatchback,ASTA 1.2 (O)Manual,,,,,,,,
silver,2022 Maruti Celerio,"8,191 KM",1ST,PETROL,TN-12,Manual,"₹5,64,000",hatchback,VXIManual,1.0,,,,1.0,,,
silver,2021 Renault Kiger,"45,459 KM",1ST,PETROL,HR-76,Manual,"₹6,66,000",hatchback,RXZ MT DUAL TONEManual,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2017 Hyundai Grand i10,"27,093 KM",2ND,PETROL,UP-80,Manual,"₹4,50,000",hatchback,ASTA 1.2 KAPPA VTVTManual,1.0,1.0,,,1.0,1.0,1.0,
silver,2017 Maruti Wagon R 1.0,"24,637 KM",2ND,PETROL,KA-02,Automatic,"₹5,03,000",hatchback,VXI AMTAutomatic,,,,,,,,
silver,2016 Hyundai Elite i20,"39,030 KM",1ST,PETROL,BR-01,Manual,"₹4,72,000",hatchback,SPORTZ 1.2Manual,1.0,,,,1.0,,1.0,
silver,2022 Maruti S PRESSO,"2,099 KM",1ST,PETROL,TS-08,Manual,"₹5,34,000",hatchback,VXI+Manual,,,,,,,,
silver,2019 Maruti Alto,"62,125 KM",1ST,PETROL,TS-07,Manual,"₹3,53,000",hatchback,LXIManual,1.0,,,,1.0,,,
silver,2019 Datsun Go,"18,088 KM",1ST,PETROL,BR-02,Manual,"₹3,92,000",hatchback,T(O)Manual,1.0,1.0,,1.0,1.0,,,
silver,2019 Hyundai Grand i10,"42,106 KM",2ND,PETROL,DL-2C,Automatic,"₹5,31,000",hatchback,MAGNA AT 1.2 KAPPA VTVTAutomatic,,,,,,,,
silver,2014 Maruti Alto 800,"86,350 KM",1ST,PETROL,TN-11,Manual,"₹2,69,000",hatchback,LXIManual,,,,,,,,
silver,2018 Tata Tiago,"48,957 KM",2ND,PETROL,MH-12,Automatic,"₹5,32,000",hatchback,XZA PETROLAutomatic,1.0,1.0,,,1.0,,1.0,
silver,2018 Maruti Swift,"1,05,418 KM",1ST,DIESEL,TN-02,Automatic,"₹6,34,000",hatchback,ZDI AMTAutomatic,,,,,,,,
silver,2014 Honda Brio,"91,991 KM",1ST,PETROL,MH-14,Manual,"₹3,90,000",hatchback,S MTManual,,,,,,,,
silver,2018 Maruti Baleno,"73,655 KM",2ND,PETROL,BR-01,Manual,"₹5,21,000",hatchback,ZETA PETROL 1.2Manual,1.0,,,,1.0,,,
silver,2015 Honda Jazz,"69,534 KM",1ST,PETROL,MH-02,Automatic,"₹4,90,000",hatchback,1.2L I-VTEC V ATAutomatic,1.0,1.0,,,1.0,,1.0,
silver,2021 Maruti Baleno,"15,938 KM",1ST,PETROL,UP-16,Manual,"₹6,83,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
silver,2016 Maruti Celerio,"37,073 KM",2ND,PETROL,TS-10,Automatic,"₹4,50,000",hatchback,VXI AMTAutomatic,,,,,,,,
silver,2016 Hyundai Grand i10,"42,765 KM",1ST,PETROL,TS-10,Manual,"₹4,99,000",hatchback,ASTA 1.2 KAPPA VTVTManual,,,,,,,,
silver,2013 Maruti Wagon R 1.0,"77,151 KM",2ND,PETROL,HR-70,Manual,"₹2,37,000",hatchback,VXIManual,,,,,,,,
silver,2018 Datsun Go,"35,600 KM",1ST,PETROL,UP-14,Manual,"₹3,28,000",hatchback,A EPSManual,,,,,,,,
silver,2015 Hyundai Elite i20,"42,090 KM",1ST,PETROL,DL-8C,Manual,"₹4,70,000",hatchback,MAGNA 1.2Manual,,,,,,,,
silver,2019 Renault Kwid,"55,568 KM",1ST,PETROL,TN-73,Manual,"₹4,44,000",hatchback,RXT 1.0 (O)Manual,,,,,,,,
silver,2012 Maruti Alto 800,"81,974 KM",1ST,PETROL,KA-41,Manual,"₹2,45,000",hatchback,LXIManual,,,,,,,,
silver,2019 Tata Tiago,"94,067 KM",1ST,PETROL,KL-32,Manual,"₹4,86,000",hatchback,XZ PLUS DUAL TONE PETROLManual,,,,,,,,
silver,2012 Maruti Swift,"79,216 KM",2ND,DIESEL,KA-02,Manual,"₹4,76,000",hatchback,VDIManual,,,,,,,,
silver,2021 Renault Kwid,"29,394 KM",1ST,PETROL,KA-27,Manual,"₹4,80,000",hatchback,RXT 1.0 (O)Manual,1.0,,,1.0,1.0,,,
silver,2016 Maruti Celerio,"73,328 KM",1ST,PETROL,DL-4C,Automatic,"₹3,88,000",hatchback,ZXI AMT (O)Automatic,,,,,,,,
silver,2013 Maruti Swift,"80,824 KM",1ST,PETROL,HR-26,Manual,"₹3,00,000",hatchback,VXIManual,,,,,,,,
silver,2022 Maruti Alto,"2,537 KM",1ST,PETROL,TN-11,Manual,"₹4,31,000",hatchback,VXIManual,,,,,,,,
silver,2016 Maruti Wagon R 1.0,"55,924 KM",1ST,PETROL,TS-15,Manual,"₹3,82,000",hatchback,VXIManual,,,,,,,,
silver,2018 Hyundai Grand i10,"23,372 KM",2ND,PETROL,MH-12,Automatic,"₹6,25,000",hatchback,SPORTZ (O) AT 1.2 KAPPA VTVTAutomatic,1.0,,,,1.0,,,
silver,2019 Tata Tiago,"55,220 KM",1ST,PETROL,TS-15,Manual,"₹5,70,000",hatchback,XZ PLUS DUAL TONE PETROLManual,,,,,,,,
silver,2020 Maruti Baleno,"24,500 KM",2ND,PETROL,TN-07,Automatic,"₹8,09,000",hatchback,ALPHA CVT PETROL 1.2Automatic,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2016 Maruti Swift,"40,568 KM",1ST,PETROL,MH-47,Manual,"₹4,94,000",hatchback,VXIManual,,,,,,,,
silver,2011 Maruti Ritz,"1,25,001 KM",2ND,DIESEL,KA-01,Manual,"₹3,24,000",hatchback,LDIManual,,,,,,,,
silver,2018 Datsun Redi Go,"4,909 KM",2ND,PETROL,HR-51,Automatic,"₹3,33,000",hatchback,S 1.0 AMTAutomatic,1.0,,,,,,,
silver,2015 Hyundai Grand i10,"15,448 KM",2ND,PETROL,MH-46,Manual,"₹4,33,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,,,,,1.0,,,
silver,2016 Maruti Baleno,"73,582 KM",1ST,PETROL,KA-02,Manual,"₹6,99,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,,1.0,,1.0,
silver,2018 Maruti Celerio,"75,916 KM",2ND,CNG,MH-46,Manual,"₹4,32,000",hatchback,VXI (O) CNGManual,1.0,,,,,,,
silver,2013 Toyota Etios Liva,"58,426 KM",1ST,PETROL,DL-8C,Manual,"₹2,89,000",hatchback,GManual,,,,,,,,
silver,2021 Maruti New Wagon-R,"35,277 KM",1ST,CNG,HR-06,Manual,"₹5,93,000",hatchback,LXI CNG (O) 1.0Manual,1.0,,,,1.0,,,
silver,2016 Hyundai Elite i20,"89,299 KM",2ND,DIESEL,KA-03,Manual,"₹7,18,000",hatchback,ASTA 1.4 CRDI (O)Manual,1.0,1.0,,,1.0,,1.0,
silver,2014 Hyundai i10,"27,048 KM",1ST,PETROL,GJ-01,Manual,"₹3,81,000",hatchback,MAGNA 1.1Manual,,,,,,,,
silver,2015 Maruti Swift,"67,245 KM",1ST,PETROL,KA-51,Manual,"₹5,15,000",hatchback,VXIManual,,,,,,,,
silver,2017 Maruti Celerio,"35,381 KM",1ST,PETROL,HR-26,Automatic,"₹4,05,000",hatchback,ZXI AMTAutomatic,,,,,,,,
silver,2019 Hyundai Elite i20,"81,119 KM",1ST,PETROL,RJ-45,Manual,"₹6,65,000",hatchback,SPORTZ PLUS 1.2Manual,1.0,1.0,,1.0,1.0,,1.0,
silver,2018 Maruti Wagon R 1.0,"39,975 KM",2ND,PETROL,MH-20,Automatic,"₹4,71,000",hatchback,VXI AMTAutomatic,,,,,,,,
silver,2017 Maruti Celerio,"84,195 KM",2ND,PETROL,TS-02,Automatic,"₹4,84,000",hatchback,ZXI AMTAutomatic,,,,,,,,
silver,2016 Hyundai Elite i20,"30,881 KM",1ST,PETROL,MH-43,Manual,"₹5,65,000",hatchback,SPORTZ 1.2Manual,1.0,,,,1.0,,1.0,
silver,2011 Hyundai i10,"69,438 KM",1ST,PETROL,KA-41,Manual,"₹3,09,000",hatchback,SPORTZ 1.2Manual,,,,,,,,
silver,2019 Hyundai Grand i10,"81,832 KM",1ST,PETROL,MH-12,Manual,"₹5,54,000",hatchback,ASTA 1.2 KAPPA VTVTManual,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2020 Maruti Baleno,"32,758 KM",1ST,PETROL,HR-26,Manual,"₹6,69,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2019 Hyundai NEW SANTRO,"79,956 KM",1ST,CNG,MH-14,Manual,"₹5,18,000",hatchback,SPORTZ CNGManual,1.0,,,1.0,,,,
silver,2016 Maruti Celerio,"69,565 KM",1ST,PETROL,KA-04,Automatic,"₹4,37,000",hatchback,ZXI AMTAutomatic,,,,,,,,
silver,2015 Maruti Wagon R 1.0,"83,213 KM",2ND,CNG,MH-04,Manual,"₹3,44,000",hatchback,LXI CNGManual,,,,,,,,
silver,2021 Tata TIAGO NRG,"57,594 KM",1ST,PETROL,KL-70,Manual,"₹6,18,000",hatchback,XZ MTManual,,,,,,,,
silver,2016 Maruti Wagon R 1.0,"52,356 KM",1ST,PETROL,KA-05,Manual,"₹4,37,000",hatchback,VXI OPTManual,,,,,,,,
silver,2016 Hyundai Grand i10,"1,15,191 KM",2ND,PETROL,MH-43,Automatic,"₹4,41,000",hatchback,ASTA (O) AT 1.2 KAPPA VTVTAutomatic,1.0,1.0,,,1.0,,1.0,
silver,2020 Hyundai GRAND I10 NIOS,"33,909 KM",3RD,PETROL,TS-13,Automatic,"₹6,77,000",hatchback,SPORTZ AMT 1.2 KAPPA VTVTAutomatic,,,,,,,,
silver,2019 Maruti Swift,"64,685 KM",1ST,PETROL,WB-02,Manual,"₹5,05,000",hatchback,VXIManual,1.0,,,,1.0,,1.0,
silver,2017 Maruti Baleno,"34,538 KM",1ST,PETROL,MH-12,Manual,"₹6,37,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,,1.0,1.0,1.0,
silver,2017 Maruti Wagon R 1.0,"24,034 KM",2ND,PETROL,KA-19,Automatic,"₹5,13,000",hatchback,VXI AMTAutomatic,,,,,,,,
silver,2010 Maruti Wagon R 1.0,"69,320 KM",1ST,PETROL,MH-04,Manual,"₹2,15,000",hatchback,VXIManual,,,,,,,,
silver,2014 Maruti Swift,"86,855 KM",2ND,PETROL,KA-03,Manual,"₹4,72,000",hatchback,VXIManual,,,,,,,,
silver,2017 Maruti Celerio,"36,187 KM",1ST,PETROL,KA-03,Automatic,"₹4,83,000",hatchback,VXI AMTAutomatic,,,,,,,,
silver,2020 Tata ALTROZ,"71,402 KM",1ST,DIESEL,TS-07,Manual,"₹7,79,000",hatchback,XZ DIESELManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
silver,2016 Hyundai Grand i10,"42,032 KM",2ND,PETROL,DL-1C,Manual,"₹4,07,000",hatchback,MAGNA 1.2 KAPPA VTVTManual,1.0,,,,,,,
silver,2018 Hyundai Grand i10,"79,422 KM",1ST,CNG,MH-14,Manual,"₹4,93,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,1.0,,,1.0,1.0,,1.0,
silver,2018 Hyundai NEW SANTRO,"78,457 KM",2ND,PETROL,TN-04,Manual,"₹4,72,000",hatchback,ASTA MTManual,,,,,,,,
silver,2022 Hyundai NEW SANTRO,"38,831 KM",1ST,CNG,MH-14,Manual,"₹5,87,000",hatchback,SPORTZ EXECUTIVE MT CNGManual,,,,,,,,
silver,2013 Maruti Alto 800,"44,673 KM",1ST,PETROL,MH-05,Manual,"₹2,10,000",hatchback,LXIManual,,,,,,,,
silver,2018 Maruti Celerio,"82,214 KM",2ND,PETROL,KA-04,Automatic,"₹4,58,000",hatchback,ZXI AMT (O)Automatic,,,,,,,,
silver,2016 Hyundai Elite i20,"41,927 KM",1ST,PETROL,MH-04,Manual,"₹5,34,000",hatchback,MAGNA 1.2Manual,1.0,,,,,,1.0,
silver,2019 Maruti Baleno,"31,027 KM",1ST,PETROL,UP-32,Manual,"₹6,82,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2011 Hyundai i10,"66,471 KM",2ND,PETROL,KA-41,Manual,"₹3,14,000",hatchback,SPORTZ 1.2Manual,,,,,,,,
silver,2015 Maruti Celerio,"95,115 KM",1ST,PETROL,KA-04,Manual,"₹4,27,000",hatchback,ZXIManual,1.0,,,,,,1.0,
silver,2013 Maruti Wagon R 1.0,"80,161 KM",1ST,PETROL,DL-3C,Manual,"₹2,56,000",hatchback,VXIManual,,,,,,,,
silver,2015 Hyundai Elite i20,"50,518 KM",1ST,PETROL,MH-04,Manual,"₹5,03,000",hatchback,SPORTZ 1.2Manual,1.0,,,,1.0,,1.0,
silver,2016 Maruti Baleno,"71,475 KM",1ST,PETROL,TN-30,Automatic,"₹5,94,000",hatchback,ZETA CVT PETROL 1.2Automatic,1.0,1.0,,,1.0,1.0,1.0,
silver,2019 Hyundai NEW SANTRO,"58,266 KM",1ST,CNG,MH-12,Manual,"₹5,22,000",hatchback,SPORTZ CNGManual,1.0,,,1.0,,,,
silver,2017 Maruti Baleno,"50,278 KM",1ST,PETROL,KA-41,Manual,"₹6,24,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
silver,2018 Maruti Baleno,"82,740 KM",1ST,PETROL,TS-07,Automatic,"₹7,31,000",hatchback,ALPHA CVT PETROL 1.2Automatic,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2014 Maruti Swift,"58,186 KM",2ND,PETROL,KA-50,Manual,"₹5,43,000",hatchback,ZXIManual,,,,,,,,
silver,2017 Maruti Baleno,"45,577 KM",2ND,PETROL,KA-03,Manual,"₹7,14,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,,1.0,1.0,1.0,
silver,2014 Maruti Alto K10,"96,747 KM",1ST,PETROL,KA-05,Manual,"₹2,96,000",hatchback,VXIManual,,,,,,,,
silver,2014 Hyundai Grand i10,"46,110 KM",1ST,PETROL,KA-53,Manual,"₹4,40,000",hatchback,MAGNA 1.2 KAPPA VTVTManual,,,,,,,,
silver,2019 Hyundai NEW SANTRO,"66,471 KM",1ST,CNG,MH-46,Manual,"₹5,14,000",hatchback,SPORTZ CNGManual,1.0,,,1.0,,,,
silver,2014 Maruti Alto 800,"52,778 KM",1ST,PETROL,TS-13,Manual,"₹2,50,000",hatchback,LXIManual,,,,,,,,
silver,2016 Hyundai Grand i10,"45,279 KM",2ND,PETROL,GJ-01,Automatic,"₹4,89,000",hatchback,ASTA (O) AT 1.2 KAPPA VTVTAutomatic,1.0,1.0,,,1.0,,1.0,
silver,2017 Maruti Celerio,"31,239 KM",2ND,PETROL,TN-09,Manual,"₹4,78,000",hatchback,ZXIManual,,,,,,,,
silver,2017 Honda Brio,"92,248 KM",2ND,PETROL,TN-02,Manual,"₹4,46,000",hatchback,VX MTManual,1.0,1.0,,,,,1.0,
silver,2019 Tata TIAGO NRG,"14,209 KM",1ST,PETROL,HR-36,Manual,"₹5,27,200",hatchback,PETROLManual,1.0,1.0,,1.0,1.0,,1.0,
silver,2012 Honda Brio,"83,271 KM",1ST,PETROL,UP-16,Manual,"₹2,29,000",hatchback,E MTManual,,,,,,,,
silver,2012 Maruti Wagon R 1.0,"65,761 KM",2ND,PETROL,AP-09,Manual,"₹2,73,000",hatchback,LXIManual,,,,,,,,
silver,2018 Hyundai NEW SANTRO,"11,890 KM",2ND,PETROL,MH-12,Automatic,"₹5,49,000",hatchback,SPORTZ AMTAutomatic,,,,,,,,
silver,2019 Maruti Baleno,"25,111 KM",1ST,PETROL,DL-10,Manual,"₹6,70,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2021 Maruti Swift,"66,740 KM",1ST,PETROL,TN-22,Manual,"₹7,26,000",hatchback,VXIManual,1.0,,,,1.0,,1.0,
silver,2021 Maruti Baleno,"47,836 KM",1ST,PETROL,MH-04,Manual,"₹6,85,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2016 Maruti Wagon R 1.0,"86,529 KM",1ST,PETROL,KA-05,Manual,"₹4,32,000",hatchback,VXI OPTManual,,,,,,,,
silver,2021 Maruti New Wagon-R,"2,092 KM",1ST,CNG,MH-47,Manual,"₹6,35,000",hatchback,LXI CNG 1.0Manual,1.0,,,,1.0,,,
silver,2021 Maruti S PRESSO,"58,737 KM",1ST,CNG,HR-33,Manual,"₹4,30,000",hatchback,VXI CNGManual,,,,,,,,
silver,2021 Maruti Celerio,"58,608 KM",1ST,CNG,GJ-01,Manual,"₹5,71,000",hatchback,VXI CNGManual,,,,,,,,
silver,2016 Maruti Baleno,"86,033 KM",1ST,PETROL,GJ-01,Manual,"₹5,06,000",hatchback,ALPHA PETROL 1.2Manual,1.0,1.0,,,1.0,1.0,1.0,
silver,2019 Hyundai Grand i10,"21,414 KM",1ST,PETROL,RJ-45,Automatic,"₹6,49,000",hatchback,SPORTZ AT 1.2 KAPPA VTVTAutomatic,1.0,1.0,,1.0,1.0,,1.0,
silver,2019 Renault Kwid,"34,184 KM",1ST,PETROL,TN-13,Manual,"₹4,04,000",hatchback,RXT 1.0 (O)Manual,,,,,,,,
silver,2017 Maruti Swift,"1,02,887 KM",1ST,PETROL,HR-36,Manual,"₹4,40,000",hatchback,VXI OManual,1.0,,,,,,,
silver,2017 Tata Tiago,"54,994 KM",2ND,PETROL,TN-10,Manual,"₹4,51,000",hatchback,XZ PETROLManual,1.0,1.0,,,1.0,,1.0,
silver,2019 Hyundai Grand i10,"24,579 KM",1ST,PETROL,MH-15,Automatic,"₹5,63,000",hatchback,SPORTZ AT 1.2 KAPPA VTVTAutomatic,,,,,,,,
silver,2017 Maruti Baleno,"49,786 KM",1ST,PETROL,MH-12,Manual,"₹5,93,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
silver,2021 Maruti Baleno,"33,850 KM",1ST,PETROL,GJ-27,Manual,"₹6,63,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
silver,2023 Hyundai GRAND I10 NIOS,"7,303 KM",1ST,PETROL,TS-07,Manual,"₹7,50,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,,,,,,,,
silver,2015 Hyundai Elite i20,"36,121 KM",2ND,PETROL,MH-12,Manual,"₹5,96,000",hatchback,SPORTZ 1.2Manual,1.0,,,,1.0,,1.0,
silver,2017 Hyundai Elite i20,"87,342 KM",3RD,PETROL,TN-45,Manual,"₹6,13,000",hatchback,ASTA 1.2 (O)Manual,1.0,1.0,,,1.0,1.0,1.0,
silver,2019 Maruti Baleno,"52,150 KM",1ST,PETROL,HR-26,Manual,"₹5,74,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
silver,2015 Maruti Swift,"39,837 KM",1ST,PETROL,DL-3C,Manual,"₹4,22,000",hatchback,VXIManual,,,,,,,,
silver,2013 Maruti Swift,"1,27,918 KM",2ND,PETROL,KA-02,Manual,"₹4,60,000",hatchback,VXIManual,,,,,,,,
silver,2019 Maruti Celerio,"83,984 KM",1ST,CNG,MH-03,Manual,"₹4,63,000",hatchback,VXI (O) CNGManual,1.0,,,,,,,
silver,2019 Hyundai Grand i10,"41,732 KM",1ST,PETROL,TN-14,Manual,"₹5,39,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,1.0,,,1.0,1.0,,1.0,
silver,2015 Maruti Swift,"75,206 KM",1ST,PETROL,UP-14,Manual,"₹4,02,000",hatchback,VXIManual,,,,,,,,
silver,2011 Maruti Swift,"1,08,324 KM",2ND,PETROL,KA-04,Manual,"₹3,79,000",hatchback,VXIManual,,,,,,,,
silver,2013 Maruti Alto 800,"43,391 KM",1ST,PETROL,KL-05,Manual,"₹2,69,000",hatchback,LXIManual,,,,,,,,
silver,2017 Maruti IGNIS,"80,754 KM",1ST,DIESEL,GJ-05,Automatic,"₹5,30,000",hatchback,ALPHA 1.3 AMTAutomatic,,,,,,,,
silver,2018 Hyundai Grand i10,"59,942 KM",1ST,PETROL,MH-04,Manual,"₹4,89,000",hatchback,MAGNA 1.2 KAPPA VTVTManual,1.0,,,,,,,
silver,2013 Maruti Swift,"1,05,189 KM",1ST,PETROL,TN-18,Manual,"₹4,35,000",hatchback,VXIManual,,,,,,,,
silver,2017 Hyundai Grand i10,"24,104 KM",1ST,PETROL,MH-04,Manual,"₹4,69,000",hatchback,MAGNA 1.2 KAPPA VTVTManual,1.0,,,,,,,
silver,2015 Maruti Wagon R 1.0,"60,474 KM",2ND,CNG,MH-02,Manual,"₹3,40,000",hatchback,LXI CNGManual,,,,,,,,
silver,2017 Maruti Baleno,"36,179 KM",1ST,PETROL,HR-26,Manual,"₹5,40,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
silver,2015 Maruti Wagon R 1.0,"95,478 KM",1ST,CNG,MH-14,Manual,"₹3,67,000",hatchback,LXI CNGManual,,,,,,,,
silver,2016 Hyundai Grand i10,"59,724 KM",1ST,PETROL,UP-85,Manual,"₹4,26,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,1.0,,,,1.0,,1.0,
silver,2020 Ford New Figo,"33,745 KM",1ST,DIESEL,TS-13,Manual,"₹7,73,000",hatchback,TITANIUM BLU 1.5 DIESELManual,1.0,1.0,,1.0,1.0,1.0,1.0,
silver,2017 Hyundai Grand i10,"78,209 KM",1ST,PETROL,HR-26,Manual,"₹4,27,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,1.0,,,,1.0,,1.0,
silver,2019 Hyundai Grand i10,"71,660 KM",1ST,CNG,MH-14,Manual,"₹5,83,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,1.0,,,1.0,1.0,,1.0,
silver,2015 Maruti Wagon R 1.0,"59,194 KM",1ST,PETROL,MH-12,Manual,"₹3,67,000",hatchback,VXIManual,,,,,,,,
