Color,Name,Kms_Driven,Owner,Fuel,RTO,Tranmission,Price,Body_type,Variant,Airbags,Alloy_wheels,Cruise_control,Infotainment_system,Parking_sensors,Push_button_start,Steering_mounted_controls,Sunroof_moonroof
red,2022 Renault Kwid,"7,414 KM",1ST,PETROL,RJ-45,Manual,"₹4,26,000",hatchback,RXL 1.0Manual,,,,,,,,
red,2013 Maruti Swift,"61,629 KM",1ST,PETROL,TN-07,Manual,"₹4,24,000",hatchback,VXIManual,,,,,,,,
red,2017 Maruti Alto 800,"22,695 KM",1ST,PETROL,MH-31,Manual,"₹2,87,000",hatchback,LXIManual,,,,,,,,
red,2019 Hyundai Elite i20,"26,284 KM",1ST,PETROL,MH-12,Manual,"₹7,22,000",hatchback,SPORTZ PLUS 1.2Manual,1.0,1.0,,1.0,1.0,,1.0,
red,2018 Maruti Baleno,"21,443 KM",1ST,PETROL,MP-04,Manual,"₹6,23,000",hatchback,ALPHA PETROL 1.2Manual,1.0,1.0,,1.0,1.0,1.0,1.0,
red,2014 Hyundai i10,"39,568 KM",2ND,PETROL,TS-08,Manual,"₹3,49,000",hatchback,SPORTZ 1.1Manual,,,,,,,,
red,2015 Maruti Wagon R 1.0,"51,918 KM",2ND,PETROL,BR-01,Manual,"₹2,77,000",hatchback,VXIManual,,,,,,,,
red,2020 Toyota Glanza,"56,118 KM",1ST,PETROL,TN-10,Automatic,"₹8,01,000",hatchback,V CVTAutomatic,1.0,1.0,,1.0,1.0,1.0,1.0,
red,2011 Hyundai i10,"35,585 KM",3RD,PETROL,GJ-01,Manual,"₹2,21,000",hatchback,MAGNA 1.1Manual,,,,,,,,
red,2019 Renault Kwid,"56,085 KM",1ST,PETROL,MH-12,Manual,"₹3,43,000",hatchback,RXT 0.8 (O)Manual,1.0,,,1.0,1.0,,,
red,2016 Hyundai Elite i20,"70,807 KM",2ND,PETROL,TS-09,Manual,"₹5,13,000",hatchback,MAGNA 1.2Manual,1.0,,,,,,1.0,
red,2016 Hyundai i20 Active,"57,910 KM",2ND,PETROL,TN-11,Manual,"₹5,29,000",hatchback,1.2 SXManual,1.0,1.0,,,1.0,1.0,1.0,
red,2013 Maruti Swift,"89,197 KM",2ND,DIESEL,AP-13,Manual,"₹4,10,000",hatchback,VDIManual,,,,,,,,
red,2011 Maruti Ritz,"1,24,712 KM",1ST,DIESEL,KA-53,Manual,"₹3,22,000",hatchback,VDIManual,,,,,,,,
red,2013 Hyundai Grand i10,"87,782 KM",2ND,PETROL,AP-11,Manual,"₹3,94,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,,,,,1.0,,,
red,2018 Hyundai Grand i10,"23,524 KM",1ST,PETROL,MH-05,Automatic,"₹5,63,000",hatchback,SPORTZ (O) AT 1.2 KAPPA VTVTAutomatic,,,,,,,,
red,2014 Maruti Alto K10,"1,22,892 KM",3RD,PETROL,KA-53,Manual,"₹2,23,000",hatchback,VXIManual,,,,,,,,
red,2017 Hyundai Elite i20,"42,625 KM",1ST,PETROL,MH-01,Manual,"₹5,69,000",hatchback,ASTA 1.2Manual,1.0,,,,1.0,,1.0,
red,2016 Hyundai Grand i10,"86,183 KM",1ST,PETROL,DL-1C,Manual,"₹4,07,000",hatchback,ASTA (O) 1.2 KAPPA VTVTManual,1.0,1.0,,,1.0,,1.0,
red,2010 Maruti Alto K10,"29,294 KM",1ST,PETROL,DL-5C,Manual,"₹1,44,000",hatchback,LXI PManual,,,,,,,,
red,2019 Maruti Celerio,"84,161 KM",2ND,PETROL,TS-34,Manual,"₹4,87,000",hatchback,ZXI (O)Manual,1.0,1.0,,1.0,,,1.0,
red,2013 Hyundai i10,"29,331 KM",1ST,PETROL,MH-02,Manual,"₹2,63,000",hatchback,MAGNA 1.2Manual,,,,,,,,
red,2020 Volkswagen Polo,"60,099 KM",2ND,PETROL,TS-08,Manual,"₹7,85,000",hatchback,HIGHLINE PLUS 1.0Manual,1.0,1.0,1.0,1.0,1.0,,1.0,
red,2015 Hyundai Elite i20,"38,667 KM",2ND,PETROL,KA-04,Manual,"₹6,04,000",hatchback,ASTA 1.2Manual,1.0,1.0,,,1.0,,1.0,
red,2012 Hyundai Santro Xing,"76,730 KM",1ST,PETROL,TN-22,Manual,"₹2,68,000",hatchback,GL PLUSManual,,,,,,,,
red,2013 Hyundai Grand i10,"77,945 KM",2ND,PETROL,AP-12,Manual,"₹3,88,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,,,,,1.0,,,
red,2019 Volkswagen Polo,"37,072 KM",1ST,PETROL,TN-91,Manual,"₹6,42,000",hatchback,COMFORTLINE 1.0L MPIManual,,,,,,,,
red,2012 Maruti Ritz,"97,419 KM",2ND,DIESEL,TN-02,Manual,"₹2,89,400",hatchback,VDIManual,,,,,,,,
red,2014 Hyundai Grand i10,"99,015 KM",1ST,DIESEL,TS-07,Manual,"₹4,10,000",hatchback,ASTA 1.1 CRDIManual,1.0,1.0,,,1.0,,1.0,
red,2019 Maruti Baleno,"29,971 KM",1ST,PETROL,TN-07,Automatic,"₹7,22,000",hatchback,ALPHA CVT PETROL 1.2Automatic,1.0,1.0,,1.0,1.0,1.0,1.0,
red,2017 Honda Jazz,"67,633 KM",1ST,PETROL,KA-20,Manual,"₹5,58,000",hatchback,1.2L I-VTEC VManual,1.0,1.0,,,1.0,,1.0,
red,2016 Maruti Celerio,"1,38,175 KM",1ST,PETROL,KA-50,Automatic,"₹3,52,000",hatchback,VXI AMTAutomatic,,,,,,,,
red,2015 Hyundai Grand i10,"53,839 KM",2ND,PETROL,MH-12,Manual,"₹3,76,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,,,,,1.0,,,
red,2019 Hyundai NEW SANTRO,"11,551 KM",1ST,PETROL,KA-02,Automatic,"₹5,26,000",hatchback,SPORTZ AMTAutomatic,1.0,,,1.0,,,,
red,2015 Hyundai Elite i20,"52,810 KM",2ND,PETROL,MH-04,Manual,"₹4,94,000",hatchback,SPORTZ 1.2Manual,,,,,,,,
red,2015 Hyundai Grand i10,"45,164 KM",2ND,PETROL,WB-02,Manual,"₹3,28,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,,,,,,,,
red,2019 Maruti Celerio,"9,282 KM",2ND,PETROL,MH-05,Manual,"₹4,49,000",hatchback,ZXIManual,1.0,,,1.0,1.0,,1.0,
red,2018 Hyundai Grand i10,"11,537 KM",1ST,PETROL,KA-51,Manual,"₹5,08,000",hatchback,MAGNA 1.2 KAPPA VTVTManual,1.0,,,,,,,
red,2023 Maruti Swift,"8,041 KM",1ST,PETROL,TN-22,Manual,"₹7,81,000",hatchback,VXIManual,1.0,,,,1.0,,1.0,
red,2014 Maruti Swift,"54,124 KM",2ND,PETROL,TS-09,Manual,"₹4,95,000",hatchback,ZXIManual,,,,,,,,
red,2018 Hyundai Grand i10,"60,216 KM",2ND,PETROL,KA-06,Manual,"₹5,34,000",hatchback,MAGNA 1.2 KAPPA VTVTManual,1.0,,,,,,,
red,2020 Tata Tiago,"27,079 KM",1ST,PETROL,KA-53,Automatic,"₹6,62,000",hatchback,XZA PLUS DUAL TONE PETROLAutomatic,,,,,,,,
red,2010 Maruti Ritz,"29,768 KM",1ST,PETROL,DL-9C,Manual,"₹1,82,000",hatchback,VXIManual,,,,,,,,
red,2020 Tata ALTROZ,"30,010 KM",2ND,PETROL,TN-54,Manual,"₹6,09,000",hatchback,XM PETROLManual,,,,,,,,
red,2010 Hyundai i10,"44,698 KM",1ST,PETROL,DL-3C,Manual,"₹1,45,000",hatchback,ERA 1.1Manual,,,,,,,,
red,2020 Maruti Baleno,"32,365 KM",1ST,PETROL,BR-06,Manual,"₹5,78,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
red,2020 Hyundai GRAND I10 NIOS,"58,860 KM",2ND,CNG,MH-14,Manual,"₹7,00,000",hatchback,SPORTZ 1.2 KAPPA VTVT CNGManual,1.0,1.0,,1.0,1.0,,1.0,
red,2012 Hyundai Santro Xing,"45,549 KM",3RD,PETROL,AP-28,Manual,"₹2,82,000",hatchback,GLSManual,,,,,,,,
red,2015 Hyundai Elite i20,"43,371 KM",2ND,PETROL,KA-05,Manual,"₹5,95,000",hatchback,ASTA 1.2Manual,1.0,1.0,,,1.0,,1.0,
red,2010 Hyundai i20,"46,385 KM",1ST,PETROL,DL-7C,Manual,"₹2,08,000",hatchback,SPORTZ 1.2Manual,,1.0,,,,,,
red,2016 Maruti Baleno,"1,24,245 KM",1ST,PETROL,DL-6C,Manual,"₹4,49,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,,1.0,1.0,1.0,
red,2018 Maruti Baleno,"42,368 KM",2ND,PETROL,GJ-15,Manual,"₹4,95,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
red,2015 Honda Jazz,"74,342 KM",2ND,PETROL,KA-03,Automatic,"₹5,36,000",hatchback,1.2L I-VTEC V ATAutomatic,1.0,1.0,,,1.0,,1.0,
red,2016 Datsun Redi Go,"32,942 KM",1ST,PETROL,TN-05,Manual,"₹2,73,000",hatchback,SManual,1.0,,,,,,,
red,2017 Maruti Wagon R 1.0,"22,338 KM",1ST,PETROL,MH-01,Automatic,"₹4,10,000",hatchback,VXI + (O) AMTAutomatic,1.0,1.0,,,,,,
red,2020 Maruti Baleno,"74,369 KM",1ST,PETROL,TS-10,Manual,"₹6,17,000",hatchback,SIGMA PETROL 1.2Manual,1.0,,,,1.0,,,
red,2011 Toyota Etios Liva,"37,460 KM",3RD,PETROL,TN-22,Manual,"₹3,26,000",hatchback,GManual,,,,,,,,
red,2013 Hyundai i20,"96,087 KM",2ND,PETROL,TN-05,Manual,"₹3,61,000",hatchback,SPORTZ 1.2Manual,,1.0,,,1.0,,1.0,
red,2011 Hyundai i10,"75,523 KM",2ND,PETROL,KA-51,Manual,"₹2,95,000",hatchback,SPORTZ 1.2Manual,,,,,,,,
red,2017 Hyundai Elite i20,"66,561 KM",1ST,PETROL,TS-08,Manual,"₹5,78,000",hatchback,SPORTZ 1.2Manual,1.0,,,,,,1.0,
red,2020 Tata Tiago,"9,745 KM",1ST,PETROL,UP-16,Automatic,"₹7,14,000",hatchback,XZA PLUS DUAL TONE PETROLAutomatic,,,,,,,,
red,2016 Maruti Baleno,"58,636 KM",2ND,DIESEL,MH-40,Manual,"₹5,18,000",hatchback,DELTA DIESEL 1.3Manual,1.0,,,,1.0,,1.0,
red,2011 Maruti Alto K10,"37,681 KM",3RD,PETROL,KA-19,Manual,"₹2,13,000",hatchback,VXIManual,,,,,,,,
red,2014 Maruti Swift,"77,005 KM",2ND,DIESEL,MP-09,Manual,"₹4,06,000",hatchback,ZDIManual,1.0,1.0,,,,,1.0,
red,2021 Maruti Baleno,"23,454 KM",1ST,PETROL,MH-12,Manual,"₹6,68,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
red,2017 Hyundai Grand i10,"28,892 KM",1ST,PETROL,KA-20,Automatic,"₹5,40,000",hatchback,ASTA (O) AT 1.2 KAPPA VTVTAutomatic,1.0,1.0,,,1.0,1.0,1.0,
red,2015 Datsun Go,"43,902 KM",2ND,PETROL,TN-05,Manual,"₹2,49,700",hatchback,TManual,,,,,,,,
red,2014 Maruti Celerio,"64,628 KM",1ST,PETROL,TS-07,Automatic,"₹3,93,000",hatchback,VXI AMTAutomatic,,,,,,,,
red,2013 Hyundai i10,"49,738 KM",1ST,PETROL,MH-20,Manual,"₹2,79,000",hatchback,MAGNA 1.2Manual,,,,,,,,
red,2021 Tata ALTROZ,"41,192 KM",1ST,DIESEL,MH-29,Manual,"₹7,79,000",hatchback,XZ DIESELManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
red,2014 Maruti Celerio,"54,492 KM",2ND,PETROL,TN-05,Manual,"₹3,59,000",hatchback,VXIManual,,,,,,,,
red,2016 Hyundai Elite i20,"89,224 KM",2ND,PETROL,TS-03,Manual,"₹5,25,000",hatchback,SPORTZ 1.2Manual,1.0,,,,1.0,,1.0,
red,2017 Maruti Swift,"81,592 KM",2ND,PETROL,KL-33,Manual,"₹5,20,000",hatchback,VXIManual,,,,,,,,
red,2020 Maruti S PRESSO,"70,781 KM",1ST,PETROL,MH-03,Automatic,"₹5,02,000",hatchback,VXI PLUS AMTAutomatic,1.0,,,1.0,1.0,,1.0,
red,2012 Hyundai i20,"42,545 KM",1ST,PETROL,MH-12,Manual,"₹3,68,000",hatchback,MAGNA (O) 1.2Manual,,,,,,,,
red,2015 Hyundai Elite i20,"1,06,648 KM",1ST,PETROL,DL-12,Manual,"₹4,05,000",hatchback,ASTA 1.2Manual,1.0,1.0,,,1.0,,1.0,
red,2011 Hyundai Eon,"64,150 KM",1ST,PETROL,HR-26,Manual,"₹1,98,000",hatchback,MAGNA +Manual,,,,,,,,
red,2020 Renault Kwid,"36,462 KM",1ST,PETROL,KA-01,Automatic,"₹5,11,000",hatchback,RXT 1.0 AMT (O)Automatic,1.0,,,1.0,1.0,,,
red,2016 Maruti Celerio,"31,236 KM",1ST,PETROL,KA-53,Manual,"₹4,35,000",hatchback,VXIManual,,,,,,,,
red,2022 Hyundai NEW I20,"10,566 KM",1ST,PETROL,TS-08,Automatic,"₹10,51,000",hatchback,ASTA (O) 1.0 TURBO GDI DCTAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2015 Honda Jazz,"91,800 KM",1ST,PETROL,MH-43,Automatic,"₹4,50,000",hatchback,1.2L I-VTEC V ATAutomatic,1.0,1.0,,,1.0,,1.0,
red,2020 Maruti Alto,"14,984 KM",2ND,PETROL,WB-06,Manual,"₹3,26,000",hatchback,VXIManual,,,,,,,,
red,2021 Maruti Celerio,"15,176 KM",2ND,PETROL,KA-67,Automatic,"₹6,72,000",hatchback,ZXI PLUS AGSAutomatic,,,,,,,,
red,2018 Hyundai NEW SANTRO,"38,625 KM",1ST,CNG,TS-08,Manual,"₹5,15,000",hatchback,MAGNA CNGManual,1.0,,,,,,,
red,2017 Hyundai Elite i20,"64,235 KM",2ND,PETROL,KA-53,Manual,"₹6,03,000",hatchback,ASTA 1.2Manual,1.0,1.0,,,1.0,1.0,1.0,
red,2016 Hyundai Elite i20,"38,919 KM",3RD,PETROL,TN-06,Manual,"₹5,09,000",hatchback,SPORTZ 1.2Manual,1.0,,,,1.0,,1.0,
red,2020 Hyundai NEW I20,"14,949 KM",1ST,PETROL,KA-05,Manual,"₹9,24,000",hatchback,Asta 1.0 GDI Turbo IMTManual,,,,,,,,
red,2010 Maruti Ritz,"98,462 KM",2ND,PETROL,KL-07,Manual,"₹2,60,000",hatchback,VXIManual,,,,,,,,
red,2014 Maruti Swift,"54,625 KM",1ST,PETROL,KA-05,Manual,"₹5,39,000",hatchback,ZXIManual,,,,,,,,
red,2019 Tata Tiago,"51,729 KM",2ND,DIESEL,TS-10,Manual,"₹5,47,000",hatchback,XZ PLUS DUAL TONE DIESELManual,,,,,,,,
red,2013 Hyundai i10,"51,011 KM",1ST,PETROL,MH-12,Automatic,"₹3,68,000",hatchback,SPORTZ 1.2 ATAutomatic,,,,,,,,
red,2019 Renault Kwid,"75,494 KM",1ST,PETROL,KA-01,Manual,"₹4,20,000",hatchback,RXT 1.0 (O)Manual,,,,,,,,
red,2013 Hyundai i10,"57,078 KM",2ND,PETROL,AP-13,Manual,"₹3,13,000",hatchback,MAGNA 1.1Manual,,,,,,,,
red,2014 Maruti Alto 800,"58,091 KM",2ND,PETROL,TN-09,Manual,"₹2,48,000",hatchback,LXIManual,,,,,,,,
red,2015 Hyundai Grand i10,"60,817 KM",2ND,PETROL,TS-08,Manual,"₹4,13,000",hatchback,ASTA 1.2 KAPPA VTVTManual,,,,,,,,
red,2010 Maruti Alto,"29,331 KM",1ST,PETROL,DL-4C,Manual,"₹1,42,000",hatchback,LXIManual,,,,,,,,
red,2018 Hyundai Elite i20,"77,207 KM",1ST,PETROL,KA-05,Manual,"₹6,70,000",hatchback,ASTA 1.2 (O)Manual,,,,,,,,
red,2011 Hyundai i20,"97,224 KM",1ST,PETROL,HR-26,Manual,"₹2,03,000",hatchback,MAGNA 1.2Manual,,,,,,,,
red,2017 Maruti Celerio,"50,894 KM",2ND,PETROL,KA-50,Automatic,"₹4,14,000",hatchback,ZXI AMT (O)Automatic,,,,,,,,
red,2012 Hyundai i20,"50,203 KM",1ST,PETROL,MH-02,Manual,"₹3,04,000",hatchback,SPORTZ 1.2Manual,,,,,,,,
red,2021 Maruti Celerio,"13,126 KM",1ST,PETROL,TN-11,Automatic,"₹5,95,000",hatchback,ZXI AMTAutomatic,,,,,,,,
red,2016 Maruti Baleno,"39,674 KM",1ST,PETROL,KA-51,Manual,"₹5,95,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
red,2015 Maruti Celerio,"41,089 KM",2ND,PETROL,MH-12,Manual,"₹3,79,000",hatchback,VXIManual,,,,,,,,
red,2014 Hyundai Eon,"64,607 KM",2ND,PETROL,AP-29,Manual,"₹2,46,000",hatchback,D-LITE+Manual,,,,,,,,
red,2015 Maruti Wagon R 1.0,"49,639 KM",1ST,CNG,MH-02,Manual,"₹3,54,000",hatchback,LXI CNGManual,,,,,,,,
red,2014 Hyundai Grand i10,"48,871 KM",2ND,PETROL,GJ-01,Manual,"₹4,04,000",hatchback,ASTA 1.2 KAPPA VTVTManual,,,,,,,,
red,2022 Renault Kwid,"14,341 KM",1ST,PETROL,TN-02,Manual,"₹4,26,000",hatchback,RXL 1.0Manual,1.0,,,,1.0,,,
red,2018 Hyundai Elite i20,"33,884 KM",2ND,PETROL,TN-07,Automatic,"₹6,69,000",hatchback,ASTA 1.2 CVTAutomatic,1.0,,,1.0,1.0,,1.0,
red,2017 Hyundai Grand i10,"32,048 KM",2ND,PETROL,WB-02,Manual,"₹4,40,000",hatchback,ASTA 1.2 KAPPA VTVTManual,1.0,1.0,,,1.0,1.0,1.0,
red,2014 Maruti Alto K10,"68,307 KM",3RD,PETROL,KA-42,Manual,"₹2,57,000",hatchback,VXIManual,,,,,,,,
red,2015 Maruti Swift,"88,572 KM",2ND,DIESEL,KA-25,Manual,"₹5,16,000",hatchback,VDI ABSManual,,,,,,,,
red,2011 Hyundai i20,"66,380 KM",1ST,CNG,DL-7C,Manual,"₹2,19,000",hatchback,MAGNA (O) 1.2Manual,,,,,,,,
red,2012 Hyundai i10,"95,269 KM",1ST,PETROL,GJ-27,Manual,"₹2,29,000",hatchback,SPORTZ 1.2Manual,,,,,,,,
red,2011 Maruti Swift,"60,020 KM",1ST,PETROL,KA-05,Manual,"₹3,62,000",hatchback,VXIManual,,,,,,,,
red,2018 Volkswagen Polo,"99,832 KM",2ND,PETROL,TS-07,Manual,"₹5,76,000",hatchback,COMFORTLINE 1.0L MPIManual,1.0,,,,,,,
red,2019 Hyundai Grand i10,"48,917 KM",2ND,PETROL,MH-12,Manual,"₹4,92,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,,,,,,,,
red,2018 Tata Tiago,"63,219 KM",1ST,PETROL,KA-53,Manual,"₹4,87,000",hatchback,XZ PETROLManual,1.0,1.0,,,1.0,,1.0,
red,2015 Hyundai Grand i10,"40,227 KM",3RD,PETROL,UP-32,Manual,"₹3,45,000",hatchback,SPORTZ 1.2 KAPPA VTVTManual,,,,,,,,
red,2016 Maruti Alto K10,"47,436 KM",1ST,PETROL,TS-07,Automatic,"₹3,80,000",hatchback,VXI AMTAutomatic,,,,,,,,
red,2015 Honda Brio,"38,657 KM",2ND,PETROL,MH-02,Manual,"₹3,36,000",hatchback,S MTManual,,,,,,,1.0,
red,2015 Maruti Alto 800,"23,721 KM",1ST,PETROL,MH-03,Manual,"₹2,51,000",hatchback,VXIManual,,,,,,,,
red,2021 Ford New Figo,"24,938 KM",1ST,PETROL,GJ-10,Automatic,"₹7,57,000",hatchback,TITANIUM PLUS 1.2 PETROL ATAutomatic,,,,,,,,
red,2021 Hyundai NEW I20,"14,785 KM",1ST,PETROL,UP-72,Automatic,"₹9,40,000",hatchback,ASTA (O) 1.0 TURBO GDI DCTAutomatic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
red,2014 Hyundai i20,"51,066 KM",1ST,PETROL,MH-02,Manual,"₹3,97,000",hatchback,SPORTZ 1.2Manual,,1.0,,,1.0,,1.0,
red,2018 Hyundai Elite i20,"20,195 KM",1ST,PETROL,RJ-45,Automatic,"₹7,22,000",hatchback,ASTA 1.2 CVTAutomatic,1.0,,,1.0,1.0,,1.0,
red,2015 Volkswagen Polo,"1,23,224 KM",2ND,DIESEL,GJ-01,Manual,"₹4,05,000",hatchback,HIGHLINE1.5LManual,1.0,1.0,,,1.0,,1.0,
red,2016 Maruti Baleno,"57,976 KM",1ST,PETROL,BR-01,Automatic,"₹4,75,000",hatchback,DELTA CVT PETROL 1.2Automatic,1.0,,,,1.0,,1.0,
red,2020 Hyundai NEW I20,"29,087 KM",1ST,PETROL,TN-01,Manual,"₹9,09,000",hatchback,Asta 1.0 GDI Turbo IMTManual,,,,,,,,
red,2011 Maruti Alto K10,"15,985 KM",1ST,PETROL,DL-8C,Manual,"₹1,64,300",hatchback,VXIManual,,,,,,,,
red,2016 Maruti Baleno,"33,245 KM",1ST,PETROL,GJ-05,Manual,"₹4,55,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
red,2016 Tata Tiago,"89,001 KM",1ST,PETROL,HR-03,Manual,"₹3,64,000",hatchback,XM PETROLManual,,,,,,,,
red,2017 Hyundai Grand i10,"34,164 KM",1ST,PETROL,DL-8C,Manual,"₹4,10,000",hatchback,MAGNA 1.2 KAPPA VTVTManual,1.0,,,,,,,
red,2014 Maruti Celerio,"88,175 KM",2ND,CNG,MH-46,Manual,"₹3,40,000",hatchback,VXI CNGManual,,,,,,,,
red,2016 Hyundai Elite i20,"82,256 KM",1ST,PETROL,MH-47,Manual,"₹5,33,000",hatchback,SPORTZ 1.2Manual,1.0,,,,1.0,,1.0,
red,2019 Hyundai Elite i20,"39,909 KM",2ND,PETROL,MH-15,Manual,"₹6,29,000",hatchback,MAGNA PLUS 1.2Manual,1.0,,,1.0,,,,
red,2018 Maruti Swift,"35,540 KM",1ST,PETROL,KL-41,Manual,"₹5,89,000",hatchback,VXIManual,1.0,,,1.0,,,1.0,
red,2019 Renault Kwid,"28,827 KM",1ST,PETROL,TS-09,Automatic,"₹4,17,000",hatchback,RXT 1.0 AMTAutomatic,,,,,,,,
red,2017 Maruti Baleno,"55,127 KM",1ST,PETROL,KA-03,Automatic,"₹6,03,750",hatchback,DELTA CVT PETROL 1.2Automatic,1.0,,,,1.0,,1.0,
red,2020 Maruti Baleno,"29,244 KM",1ST,PETROL,MH-14,Manual,"₹6,76,000",hatchback,ZETA PETROL 1.2Manual,1.0,1.0,,1.0,1.0,1.0,1.0,
red,2019 Renault Kwid,"73,578 KM",1ST,PETROL,WB-20,Manual,"₹3,33,000",hatchback,RXT 1.0 (O)Manual,,,,,,,,
red,2017 Maruti Baleno,"71,711 KM",1ST,PETROL,RJ-45,Automatic,"₹6,50,000",hatchback,ALPHA CVT PETROL 1.2Automatic,,,,,,,,
red,2022 Toyota Glanza,"41,129 KM",1ST,PETROL,UP-16,Manual,"₹8,77,000",hatchback,VManual,,,,,,,,
red,2015 Hyundai Grand i10,"32,547 KM",2ND,PETROL,TS-09,Automatic,"₹4,93,000",hatchback,ASTA AT 1.2 KAPPA VTVTAutomatic,,1.0,,,1.0,,1.0,
red,2020 Maruti S PRESSO,"41,047 KM",1ST,CNG,MH-05,Manual,"₹4,50,000",hatchback,VXI (O) CNGManual,,,,,,,,
red,2018 Maruti Baleno,"32,432 KM",1ST,PETROL,MH-20,Manual,"₹6,31,000",hatchback,ALPHA PETROL 1.2Manual,1.0,1.0,,1.0,1.0,1.0,1.0,
red,2017 Datsun Redi Go,"31,559 KM",2ND,PETROL,KA-51,Manual,"₹2,79,000",hatchback,T (O)Manual,,,,,,,,
red,2017 Maruti Baleno,"64,218 KM",2ND,PETROL,MH-47,Manual,"₹5,16,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
red,2016 Hyundai Elite i20,"38,365 KM",1ST,PETROL,UP-16,Manual,"₹5,59,000",hatchback,SPORTZ 1.2Manual,1.0,,,,1.0,,,
red,2021 Tata ALTROZ,"35,233 KM",1ST,DIESEL,TN-12,Manual,"₹8,65,000",hatchback,XZ DIESELManual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
red,2012 Maruti Alto,"61,617 KM",1ST,PETROL,KA-03,Manual,"₹2,15,000",hatchback,LXIManual,,,,,,,,
red,2016 Hyundai Grand i10,"42,447 KM",1ST,PETROL,MP-04,Manual,"₹4,87,000",hatchback,ASTA (O) 1.2 KAPPA VTVTManual,1.0,1.0,,,1.0,,1.0,
red,2016 Honda Brio,"61,836 KM",1ST,PETROL,GJ-01,Manual,"₹4,14,000",hatchback,S MTManual,,,,,,,,
red,2018 Maruti Baleno,"65,540 KM",1ST,PETROL,HR-26,Manual,"₹4,93,000",hatchback,DELTA PETROL 1.2Manual,1.0,,,,1.0,,1.0,
red,2020 Tata Tiago,"68,413 KM",2ND,PETROL,TS-03,Automatic,"₹6,30,000",hatchback,XZA+ DUAL TONE 1.2RTNAutomatic,,,,,,,,
red,2019 Renault Kwid,"37,634 KM",1ST,PETROL,TS-08,Manual,"₹3,66,000",hatchback,RXT 1.0 (O)Manual,1.0,,,1.0,1.0,,,
red,2014 Hyundai Grand i10,"9,928 KM",1ST,PETROL,MH-05,Manual,"₹3,86,000",hatchback,MAGNA 1.2 KAPPA VTVTManual,,,,,,,,
red,2018 Maruti IGNIS,"73,936 KM",1ST,PETROL,MH-01,Automatic,"₹4,86,000",hatchback,ALPHA 1.2 AMT DUAL TONEAutomatic,,,,,,,,
red,2019 Hyundai GRAND I10 NIOS,"18,602 KM",1ST,PETROL,TS-08,Automatic,"₹6,86,000",hatchback,SPORTZ AMT 1.2 KAPPA VTVTAutomatic,,,,,,,,
red,2010 Hyundai i20,"67,196 KM",2ND,PETROL,MH-02,Manual,"₹2,43,000",hatchback,SPORTZ (O) 1.2Manual,,,,,,,,
red,2019 Renault Kwid,"41,669 KM",2ND,PETROL,GJ-27,Automatic,"₹3,75,000",hatchback,RXT 1.0 AMT (O)Automatic,,,,,,,,
red,2014 Hyundai Eon,"77,864 KM",2ND,PETROL,KA-02,Manual,"₹2,70,000",hatchback,ERA +Manual,,,,,,,,
red,2016 Hyundai Elite i20,"35,314 KM",1ST,PETROL,KA-02,Manual,"₹6,47,000",hatchback,ASTA 1.2 (O)Manual,1.0,1.0,,,1.0,,1.0,
red,2014 Maruti Celerio,"94,381 KM",1ST,PETROL,KA-01,Automatic,"₹4,03,000",hatchback,VXI AMTAutomatic,,,,,,,,
red,2017 Maruti Baleno,"54,207 KM",2ND,PETROL,KA-03,Manual,"₹6,93,000",hatchback,ALPHA PETROL 1.2Manual,1.0,1.0,,,1.0,1.0,1.0,
red,2019 Maruti Alto,"18,060 KM",1ST,PETROL,WB-26,Manual,"₹3,13,000",hatchback,VXIManual,,,,,,,,
red,2012 Hyundai i10,"18,601 KM",1ST,PETROL,MH-04,Manual,"₹2,67,000",hatchback,MAGNA 1.1Manual,,,,,,,,
red,2013 Hyundai i10,"80,058 KM",1ST,PETROL,MH-02,Manual,"₹2,56,000",hatchback,MAGNA 1.1Manual,,,,,,,,
red,2021 Tata Tiago,"35,097 KM",1ST,PETROL,KA-06,Manual,"₹6,51,000",hatchback,XZ PLUS DUAL TONE PETROLManual,,,,,,,,
red,2015 Hyundai Elite i20,"98,911 KM",1ST,PETROL,TN-14,Manual,"₹5,04,000",hatchback,ASTA 1.2Manual,1.0,,,,1.0,,,
